Epoch,Loss,Accuracy
1,0.20295472879027485,0.010459994676728326
2,0.2502243829706373,0.03305189721558548
3,0.27961916417668764,0.0432909995340186
4,0.2978693096786641,0.054010913487468844
5,0.299374346754617,0.05967684150465943
6,0.2915006718135935,0.06197396592325591
7,0.14170672303981272,0.07778377057791841
8,0.15031471352575324,0.09599451125419246
9,0.14454903530838203,0.10160892373905978
10,0.15833440225055712,0.1005380250974307
