Iteration,Loss,Accuracy
1,45.261898040771484,0.0
2,51.10477066040039,0.0
3,46.63288497924805,0.0
4,47.45372009277344,0.0
5,40.655818939208984,0.0
6,38.740455627441406,0.0
7,40.62322235107422,0.0
8,40.07738494873047,0.0
9,39.58512878417969,0.0
10,34.65577697753906,0.0
11,33.53544235229492,0.0
12,34.51255798339844,0.0
13,32.632381439208984,0.001201923076923077
14,33.542457580566406,0.0011160714285714285
15,32.825523376464844,0.0010416666666666667
16,33.12694549560547,0.0009765625
17,31.128582000732422,0.0009191176470588235
18,28.005430221557617,0.0008680555555555555
19,31.000402450561523,0.001644736842105263
20,27.719608306884766,0.0015625
21,28.476055145263672,0.001488095238095238
22,25.991424560546875,0.0014204545454545455
23,26.24241065979004,0.001358695652173913
24,29.06094741821289,0.0013020833333333333
25,25.441089630126953,0.00125
26,26.356761932373047,0.001201923076923077
27,24.491493225097656,0.0011574074074074073
28,25.029691696166992,0.0011160714285714285
29,23.45245361328125,0.0010775862068965517
30,21.677953720092773,0.0010416666666666667
31,24.27851104736328,0.0010080645161290322
32,22.123201370239258,0.0009765625
33,24.921737670898438,0.000946969696969697
34,21.28492546081543,0.0009191176470588235
35,19.753173828125,0.0008928571428571428
36,20.326021194458008,0.0008680555555555555
37,21.912036895751953,0.0008445945945945946
38,19.83966636657715,0.0008223684210526315
39,21.570905685424805,0.0008012820512820513
40,20.057950973510742,0.00078125
41,20.50495147705078,0.0007621951219512195
42,20.295969009399414,0.000744047619047619
43,19.53748893737793,0.0010901162790697674
44,18.07109832763672,0.001065340909090909
45,19.890125274658203,0.0010416666666666667
46,17.13628387451172,0.0010190217391304348
47,18.148292541503906,0.0009973404255319148
48,21.026906967163086,0.0009765625
49,17.993925094604492,0.0009566326530612245
50,18.82473373413086,0.0009375
51,18.242036819458008,0.0009191176470588235
52,16.070411682128906,0.0009014423076923077
53,17.826942443847656,0.000884433962264151
54,19.19327163696289,0.0008680555555555555
55,18.554468154907227,0.0008522727272727272
56,19.755252838134766,0.0008370535714285714
57,17.00176429748535,0.0010964912280701754
58,15.177263259887695,0.0010775862068965517
59,15.148386001586914,0.001059322033898305
60,15.649738311767578,0.0010416666666666667
61,18.141401290893555,0.0010245901639344263
62,15.24299430847168,0.0010080645161290322
63,13.97708797454834,0.000992063492063492
64,15.483686447143555,0.0009765625
65,16.447736740112305,0.0009615384615384616
66,18.078710556030273,0.000946969696969697
67,14.00004768371582,0.0009328358208955224
68,12.665210723876953,0.0009191176470588235
69,16.242197036743164,0.0009057971014492754
70,15.329733848571777,0.0008928571428571428
71,13.977849006652832,0.0008802816901408451
72,13.593984603881836,0.0008680555555555555
73,13.565576553344727,0.0008561643835616438
74,13.799755096435547,0.0008445945945945946
75,13.3687162399292,0.0008333333333333334
76,14.684786796569824,0.0008223684210526315
77,13.444869041442871,0.0008116883116883117
78,14.711638450622559,0.0008012820512820513
79,13.384048461914062,0.0007911392405063291
